"","Kingdom","Phylum","Class","Order","Family","Genus","Scientific.Name"
"707","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"708","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"709","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","+Equus quagga quagga"
"710","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Coturnix Coturnix"
"711","Animalia","Chordata","Aves","Trogoniformes","Trogonidae","Pharomachrus, Euptilotis","Pharomachrus, Euptilotis"
"712","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Setonix","Setonix brachyurus"
"713","Animalia","Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus Viverrinus"
"714","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus","Oryctolagus cuniculus"
"715","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor"
"716","Animalia","Chordata","Mammalia","Carnivora","Canidae","Nyctereutes","Nyctereutes procyonoides"
"717","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Astrochelys","Astrochelys radiata"
"718","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"719","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"720","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"721","Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"722","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"723","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus"
"724","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes"
"725","Animalia","Arthropoda","Arachnida","Araneae","Theraphosidae","Brachypelma","Brachypelma smithi"
"726","Animalia","Chordata","Mammalia","Carnivora","Ailuridae","Ailurus","Ailurus fulgens"
"727","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","Tamiasciurus hudsonicus"
"728","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus rufus"
"729","Animalia","Chordata","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus midas"
"730","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus"
"731","Animalia","Arthropoda","Arachnida","aranae","Theridiidae","Latrodectus","Latrodectus hasselti"
"732","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"733","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer Tarandus"
"734","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer productus"
"735","Animalia","Chordata","Mammalia","Hyracoidea","Procaviidae","Procavia","Procavia capensis"
"736","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptes","Eudyptes chrysocome"
"737","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus"
"738","Animalia","Chordata","Aves","Passeriformes","Carinalidae","Pheucticus","Pheucticus ludovicianus"
"739","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Ajaja","Ajaja ajaja"
"740","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"741","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"742","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptes","Eudyptes schlegeli"
"743","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus","Archilochus colubris"
"744","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"745","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"746","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"747","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Agrionemys","Agrionemys horsfieldii"
"748","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus hircus"
"749","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"750","Animalia","Chordata","Mammalia","Carnivora","Felidae","Smilodon","Smilodon populator"
"751","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Martes","Martes zibellina"
"752","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"753","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Saiga","Saiga tatarica"
"754","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"755","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"756","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna ditropis"
"757","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"758","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"759","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Lacerta","Lacerta agilis"
"760","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Pseudoryx","Pseudoryx nghetinhensis"
"761","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Uroplatus","Uroplatus phantasticus"
"762","Animalia","Chordata","Mammalia","artiodactyla","Bovidae","Capra","Capra hircus"
"763","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","Ara macao"
"764","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"765","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"766","Animalia","Chordata","Mammalia","Artiodactlya","Bovidae","Oryx","Oryx Dammah"
"767","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"768","Animalia","Chordata","Amphibia","Anura","Telmatobiidae","Telmatobius","Telmatobius culeus"
"769","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Phycodurus","Phycodurus eques"
"770","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus Savigny","Haliaeetus"
"771","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Enhydra","Enhydra Lutris"
"772","Animalia","Mollusca","Gastropoda","Nudibranchia","Opistobranches","Nudibranch","Nudibranchia"
"773","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus"
"774","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"775","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera borealis"
"776","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Poicephalus","Poicephalus senegalus"
"777","Animalia","Chordata","Mammalia","Carnivora","Felidae","Leptailurus","Leptailurus serval"
"778","Animalia","Chordata","Reptilia","Reptilia Order:	Squamata","Colubridae","Contia","Contia tenuis"
"779","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries"
"780","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"781","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"782","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"783","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"784","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"785","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"786","Animalia","Chordata","Aves","Pelecaniformes","Balaenicipitidae","Balaeniceps","Balaeniceps rex"
"787","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"788","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"789","Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","Betta","Betta splendens"
"790","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"791","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"792","Animalia","Chordata","Mammalia","Cetartiodactyla","Bovidae","Capra","Capra sibirica"
"793","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"794","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris Altaica"
"795","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"796","Animalia","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus"
"797","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"798","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"799","Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Katsuwonus","Katsuwonus pelamis"
"800","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"801","Animalia","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","Choloepus Hoffmani"
"802","Animalia","Chordata","Reptilia","Squamata","Anguidae","Anguis","Anguis fragilis"
"803","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"804","Animalia","Chordata","Reptilia","Testudines","Chelydridae","Chelydra","Chelydridae"
"805","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus familiaris"
"806","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera uncia"
"807","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"808","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus americanus"
"809","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo scandiacus"
"810","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"811","Animalia","Chordata","Aves","Passeriformes","Passerelidae","Melospiza","Melospiza melodia"
"812","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris Amoyensis"
"813","Animalia","Chordata","Amphibia","Mesobatrachia","Pelobatidae","Pelobates","Mesobatrachia"
"814","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"815","Animalia","Chordata","Mammalia","Artiodactyla","Calvo","Capra","Capra aegagrus hircus"
"816","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"817","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Tremarctos","Tremarctos Ornatus"
"818","Animalia","Chordata","Mammalia","Cetacea","Physeteridae","Physeter","Physeter macrocephalus"
"819","Animalia","Chordata","Mammalia","Primates","Atelidae","Ateles","Simia Paniscus"
"820","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus brevipinna"
"821","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"822","Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","Squalus acanthias"
"823","Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Heosemys","Heosemys spinosa"
"824","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanopsitta","Cyanopsitta spixii"
"825","Animalia","Chordata","Actinopterygii","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus oculatus"
"826","Animalia","Arthropoda","Insecta","Hemiptera","Fulgoridae","Lycorma","Lycorma delicatula"
"827","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"828","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Antidorcas","Antidorcas marsupialis"
"829","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"830","Animalia","Chordata","Mammalia","Primates","Cebidae","Saimiri","Saimiri"
"831","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae","Holocentrus","Holocentrus adscensionis"
"832","Animalia","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas Maximus Maximus"
"833","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"834","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"835","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"836","Animalia","Chordata","Mammalia","Eulipotyphla","Talpidae","Condylura","Condylura cristata"
"837","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela Erminea"
"838","Animalia","Chordata","Mammalia","Carnivora","Hyaenidae","Hyaena","Hyaena hyaena"
"839","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria nasuta"
"840","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus breviceps"
"841","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Centrochelys","Centrochelys sulcata"
"842","Animalia","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas Maximus Sumatranus"
"843","Animalia","Chordata","Mammalia","Primates","Hominidae","Pongo","Pongo abelii"
"844","Animalia","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Dicerorhinus","Dicerorhinus Sumatrensis"
"845","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris Sumatrae"
"846","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Helarctos","Helarctos malayanus"
"847","Animalia","Chordata","Actinopterygii","Siluriformes","Pangasiidae","Pangasianodon","Pangasianodon hypophthalmus"
"848","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus atratus"
"849","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"850","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus"
"851","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"852","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Budorcas","Budorcas taxicolor"
"853","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"854","Animalia","Chordata","Mammalia","Primates","Hominidae","Pongo","Pongo tapanuliensis"
"855","Animalia","Arthropoda","Insecta","Hymenoptera","Pompilidae","Pepsis","Pepsis albocincta"
"856","Animalia","Chordata","Mammalia","Primates","Tarsiidae","Tarsius","Tarsius"
"857","Animalia","Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sarcophilus","Sarcophilus harrisii"
"858","Animalia","Chordata","Mammalia","Dasyuromorphia","+Thylacinidae","+Thylacinus","+Thylacinus cynocephalus"
"859","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix aluco"
"860","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus"
"861","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"862","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"863","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"864","Animalia","Chordata","Actinopterygii","Characiformes","Characidae","Paracheirodon","Paracheirodon Axelrodi"
"865","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"866","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"867","Animalia","Chordata","Reptilia","Squamata","Agamidae","Moloch","Moloch horridus"
"868","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes ferrilata"
"869","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"870","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"871","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"872","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"873","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris"
"874","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindelinae"
"875","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma tigrinum"
"876","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Galeocerdo","Galeocerdo Cuvier"
"877","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus familiaris"
"878","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"879","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"880","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"881","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor"
"882","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"883","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"884","Animalia","Chordata","Reptilia","Sphenodontia","Sphenodontidae","Sphenodon","Sphenodon Punctatus"
"885","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Meleagris"
"886","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"887","Animalia","Chordata","Mammalia","Primates","Pitheciidae","Cacajao","Cacajao"
"888","Animalia","Chordata","Aves","Passeriformes","Cettiidae","Cettia","Cettia diphone"
"889","Animalia","Chordata","Aves","Passeriformes","Cotingidae","Cephalopterus","Cephalopterus"
"890","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"891","Animalia","Mollusca","Cephalopoda","Vampyromorphida","Vampyroteuthidae","Vampyroteuthis","Vampyroteuthis infernalis"
"892","Animalia","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena sinus"
"893","Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus pygerythrus"
"894","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Sphaerodactylus","Sphaerodactylus parthenopion"
"895","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"896","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"897","Animalia","Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes aura"
"898","Animalia","Chordata","Actinopterygii","Siluriformes","Clariidae","Clarias","Clarias batrachus"
"899","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus"
"900","Animalia","Chordata","Actinopterygii","Perciformes","Percidae","Sander","Sander vitreus"
"901","Animalia","Chordata","Mammalia","Carnivora","Odobenidae","Odobenus","Odobenus rosmarus"
"902","Animalia","Chordata","Aves","Procellariiforms","Diomedeidae","Diomedea","Diomedea exulans"
"903","Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Phacochoerus","Phacochoerus africanus"
"904","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis"
"905","Animalia","Chordata","Reptilia","Squamata","Agamidae","Physignathus","Physignathus"
"906","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicola","Arvicola amphibius"
"907","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela nivalis"
"908","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"909","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"910","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"911","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"912","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"913","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla Gorilla"
"914","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla gorilla"
"915","Animalia","Chordata","Chondrichthyes","Orectolobiformes","Rhincodontidae","Rhincodon","Rhincodon Typus"
"916","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"917","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"918","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae"
"919","Animalia","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","Ceratotherium simum"
"920","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera tigris tigris"
"921","Animalia","Chordata","Mammalia","Primates","Cebidae","Cebus","Cebus Capucinus"
"922","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus"
"923","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus albicilla"
"924","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"925","Animalia","Chordata","Aves","Gruiformes","Gruidae","Grus","Grus americana"
"926","Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"927","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes Taurinus"
"928","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus trochilus"
"929","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"930","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"931","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"932","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus"
"933","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Gulo","Gulo gulo"
"934","Animalia","Chordata","Mammalia","Diprotodontia","Vombatidae","Vombatus","Vombatus Ursinus"
"935","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison athabascae"
"936","Animalia","Chordata","Amphibia","Anura","Ranidae","Lithobates","Lithobates sylvaticus"
"937","Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare"
"938","Animalia","Arthropoda","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata"
"939","Animalia","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","Mammuthus Primigenius"
"940","Animalia","Chordata","Mammalia","Primates","Atelidae","Lagothrix","Lagothrix Lagotricha"
"941","Animalia","Chordata","Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus Baxteri"
"942","Animalia","Chordata","Actinopterygii","Characiformes","Characidae","Pristella","Pristella maxillaris"
"943","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"944","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos grunniens"
"945","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"946","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Megadyptes","Megadyptes antipodes"
"947","Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Thunnus","Thunnus albacares"
"948","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus familiaris"
"949","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"950","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"951","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"952","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus zebra, Equus quagga, Equus grevyi"
"953","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia","Taeniopygia guttata"
"954","Animalia","Mollusca","Bivalvia","Myida","Dreissenidae","Dreissena","Dreissena polymorpha"
"955","Animalia","Chordata","Actinopterygii","Siluriformes","Loricariidae","Hypancistrus","Hypancistrus zebra"
"956","Animalia","Chordata","Chondrichthyes","Orectolobiformes","Stegostomatidae","Stegostoma","Stegostoma Fasciatum"
"957","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus indicus"
"958","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus zebra x Equus asinus"
"959","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus zebra x Equus caballus"
"960","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
